loan_status,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
Fully Paid,1040154,1270530,7000,7000,7000, 36 months,11.71,231.54,B,B3,,2 years,RENT,75000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1040154,,debt_consolidation,Consolidation,926xx,CA,15.57,0,Jan-2001,0,,,7,0,22196,94.1,17,f,0,0,8331.94008531,8331.94,7000,1331.94,0,0,0,Jan-2015,243.64,,Dec-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1066155,1277661,35000,26825,26800, 60 months,18.64,690.56,E,E1,"Navistar, Inc.",8 years,MORTGAGE,85000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1066155,"  Borrower added on 11/30/11 > Payoff credit cards and close<br>Borrower added on 11/30/11 > Payoff credit cards and close<br> Borrower added on 12/13/11 > Hi, I would like to clarify my loan request: I am seeking this loan to payoff 5 credit cards and consolidate into 1 payment. The cards were used for the benefits but now the promotional rates have expired and I I no longer wish to carry the revolving credit lines and will be closing them once paid. My credit history is A+ and my debt to income ratio is sound. For those that are still uncomfortable, I have a 401K that has more than enough funds to cover this loan and my mortgage in the event of any unforeseen circumstances should ever arise.<br><br>Thanks<br>",debt_consolidation,Debt Consolidation,604xx,IL,12,0,Jan-1995,1,,,16,0,31071,53,50,f,0,0,28061.33,28035.18,26825,1236.33,0,0,0,Mar-2012,26684.35,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1065382,1299269,1400,1400,1400, 36 months,7.9,43.81,A,A4,Dr.Boers,1 year,RENT,28800,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065382,,other,auto repair,347xx,FL,10,0,Jun-2003,1,,,5,0,2016,9.9,7,f,0,0,1478.87,1478.87,1400,78.87,0,0,0,Oct-2012,817.34,,Aug-2013,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1063447,1296011,16000,16000,16000, 60 months,13.49,368.08,C,C1,,10+ years,RENT,35000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063447,,small_business,Small Business,274xx,NC,16.22,0,Jul-2002,1,,,6,0,19184,58.5,14,f,0,0,10343.32,10343.32,5147.59,3678.41,0,1517.32,15.1732,Jan-2014,368.08,,May-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1065932,1300077,3200,3200,3200, 36 months,9.91,103.12,B,B1,Oceanside college of beauty,9 years,RENT,61200,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065932,,debt_consolidation,Card's,921xx,CA,2.16,0,Dec-1999,0,,113,5,1,2795,33.3,17,f,0,0,3709.19273041,3709.19,3200,509.19,0,0,0,Oct-2014,317.41,,Mar-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1065936,1300082,8000,8000,8000, 36 months,7.9,250.33,A,A4,Medical Delivery Services,1 year,RENT,40000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065936,,medical,Medical,921xx,CA,13.35,0,Dec-1996,0,,,4,0,2440,34.4,11,f,0,0,8986.26366347,8986.26,8000,986.26,0,0,0,Aug-2014,1483.12,,Aug-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1066112,1300264,11875,11875,11875, 60 months,12.69,268.32,B,B5,Guardsmark,< 1 year,RENT,25920,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1066112,"  Borrower added on 12/13/11 > I need this loan to start a better life for myself and get back on track. <br> Borrower added on 12/14/11 > -I am a great borrower, because I am hard working. I also have the cash to make payments every month with ease.<br>-my monthly budget $2,256<br>-I have a steady job in securty<br><br>  Borrower added on 12/19/11 > I really need this loan to make a better future for myself. To pay off debt and have cost of living stability.<br>",debt_consolidation,Debt Consolidation Loan,941xx,CA,23.75,0,Apr-2001,0,,,8,0,13932,94.1,28,f,0,0,1185.35,1185.35,285.76,248.58,0,651.01,117.181799998,Mar-2012,268.32,,Jul-2012,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1066084,1300233,5000,5000,5000, 36 months,6.03,152.18,A,A1,"Allen Flavors, Inc.",9 years,MORTGAGE,54000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1066084,"  Borrower added on 12/12/11 > Bought condo new 13 years ago, need to re-do the bathroom (tub is chipped, tile has been regrouted but needs to be redone).  Have already bought fixtures, and am adding some savings to this amount.  Just don't want to borrow too much.  Thank you.<br>",home_improvement,Bathroom Repairs,070xx,NJ,3.82,0,Dec-1998,0,,,6,0,1779,4,14,f,0,0,5410.75,5410.75,5000,410.75,0,0,0,Dec-2013,2065.02,,Dec-2013,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1066081,1300229,1800,1800,1800, 36 months,6.62,55.27,A,A2,,10+ years,RENT,18000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1066081,,small_business,Salt Spreader,488xx,MI,23.8,0,Feb-2001,0,,,5,0,1792,39.8,12,f,0,0,1880.09,1880.09,1800,80.09,0,0,0,Oct-2012,1440.67,,Jan-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1065896,1300036,35000,35000,35000, 36 months,8.9,1111.37,A,A5,Twitch LLC,5 years,RENT,85000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065896,  Borrower added on 12/13/11 > I have a stable job and have never been late on a payment. I plan to be debt free before the 3 year term. <br><br>  Borrower added on 12/15/11 > Please place your trust in me.<br>You will get your money back. <br>It's a matter of how soon this is paid off.<br>,debt_consolidation,debt consolidation.. ,606xx,IL,17.73,0,Jul-2001,0,,,7,0,16720,61.5,13,f,0,0,37304.76,37304.76,35000,2304.76,0,0,0,Oct-2012,27308.49,,Oct-2012,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1066065,1300209,18000,18000,17950, 36 months,8.9,571.56,A,A5,Accenture,5 years,RENT,78000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1066065,,credit_card,Post College Credit Card Refinance,112xx,NY,7,0,Oct-1998,1,,,6,0,17769,66.3,10,f,0,0,19883.16,19827.94,18000,1883.16,0,0,0,Jun-2013,10185.73,,Jun-2013,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1066071,1300216,14000,14000,14000, 36 months,7.9,438.07,A,A4,interim health care,10+ years,OWN,45600,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1066071,,debt_consolidation,debt consolidation,265xx,WV,19.74,0,Jun-1992,0,,,5,0,15846,63.9,10,f,0,0,6130.32,6130.32,5053.24,1077.08,0,0,0,Mar-2013,438.07,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1062094,1294147,5000,5000,5000, 36 months,12.42,167.08,B,B4,BBVA Compass,2 years,RENT,70000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1062094,,debt_consolidation,Debt Consolidation Loan,785xx,TX,20.06,0,Mar-2004,1,,,14,0,13543,54.2,26,f,0,0,5501.16,5501.16,5000,501.16,0,0,0,Nov-2012,3833.62,,Jul-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1061154,1292952,8000,8000,8000, 36 months,15.96,281.1,C,C5,Dream Town ,4 years,RENT,70000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061154,"  Borrower added on 12/12/11 > I'm going to use the loan to payoff higher interest credit cards.  <br><br> Borrower added on 12/12/11 > This loan will be used to pay off higher interest credit cards, which will be then closed.<br>",credit_card,CC Payoff,606xx,IL,14.04,0,Apr-2000,2,,,10,0,24072,91.9,30,f,0,0,9993.12043943,9993.12,8000,1993.12,0,0,0,Jun-2014,644.42,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1066061,1300203,10000,10000,10000, 36 months,6.03,304.36,A,A1,NEW ENGLAND WINDOW AND DOOR,9 years,MORTGAGE,80000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1066061,  Borrower added on 12/14/11 > Plenty of funds to pay back the loan...  I plan on paying back the loan in 2 years.<br>,debt_consolidation,personal loan.,027xx,MA,12.99,0,Sep-1987,0,,,7,0,27644,45.2,17,f,0,0,10840.08,10840.08,10000,840.08,0,0,0,Jan-2014,3845.46,,Jan-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1065863,1300001,10000,10000,9975, 36 months,7.51,311.11,A,A3,pepsi beverage company,5 years,RENT,50000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065863,,debt_consolidation,Debt consolidation,089xx,NJ,4.63,0,Mar-2006,2,,,8,0,6592,25.7,25,f,0,0,11019.26,10991.72,10000,1019.26,0,0,0,Feb-2014,2375.97,,Feb-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1065862,1300000,12000,12000,12000, 36 months,12.42,400.99,B,B4,durango & silverton narrow gauge rr,10+ years,MORTGAGE,35000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065862,  Borrower added on 12/12/11 > pay off three credit cards.<br>,debt_consolidation,debt for debt,813xx,CO,18.51,0,Dec-1998,0,,,10,0,8198,75.7,13,f,0,0,14432.9181418,14432.92,12000,2432.92,0,0,0,Jan-2015,409.71,,Dec-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1065854,1299989,23200,23200,23175, 36 months,7.9,725.94,A,A4,FOFG,3 years,MORTGAGE,65000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065854,"  Borrower added on 12/12/11 > I'm currently looking to consolidate 6 different credit cards that I have, into 1 closed-end payment. My goal is to be debt-free over the next 3 years. My credit card rates are between 13.24%-19.99%, so by consolidating them in a 36 month closed-end loan I will cut my interest rate by more than half and also lower my monthly payment. I'm planning on closing 5 of the cards after paying them off and keeping only 1 card for car rentals.<br>",debt_consolidation,Wiping off 6 ccards in 1 lower rate ,483xx,MI,27.99,0,Oct-2001,0,,,10,0,36381,47,34,f,0,0,24554.42,24527.96,23199.99,1354.43,0,0,0,Nov-2012,18024.97,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Current,1065145,1299228,18000,18000,17975, 60 months,15.27,430.78,C,C4,Latique handbag,1 year,MORTGAGE,84000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065145,,credit_card,Pay off credit card,069xx,CT,11.41,0,Dec-1998,3,,,11,0,22542,83.2,23,f,4791.06,4784.32,20631.16,20602.66,13208.94,7422.22,0,0,0,Dec-2015,430.78,Jan-2016,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1062260,1294318,4800,4800,4800, 36 months,15.27,167.03,C,C4,TubeCityIMS,10+ years,MORTGAGE,75000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1062260,  Borrower added on 12/12/11 > Plan to use funds for CC Payoff. Well within my monthly budget. Job is secure have 25 yrs with company.<br><br> Borrower added on 12/12/11 > Plan to use funds for CC Payoff. Well within my monthly budget. Job is secure have 25 yrs with company.<br>,debt_consolidation,CCPayoff,260xx,WV,9.3,0,Mar-2003,1,,,13,0,22195,73.7,18,f,0,0,6005.12393731,6005.12,4800,1205.12,0,0,0,Jan-2015,190.27,,Dec-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1065842,1299977,7300,7300,7300, 36 months,11.71,241.46,B,B3,Fairfax County Government,6 years,RENT,35000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065842,  Borrower added on 12/12/11 > Want to consolidate credit cards debts. ( Several small amounts one)<br>,debt_consolidation,freedom,201xx,VA,16.42,0,Aug-2002,1,,,10,0,9628,44.6,17,f,0,0,8654.58187742,8654.58,7300,1354.58,0,0,0,Aug-2014,1426.64,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1066018,1300151,10400,10400,10400, 36 months,9.91,335.14,B,B1,,6 years,RENT,40000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1066018,  Borrower added on 12/13/11 > Paying off 2 Credit Card bills...<br>,debt_consolidation,ROLL CONSOLIDATION,349xx,FL,11.67,0,Oct-1999,2,,,7,0,11624,80.6,19,f,0,0,12022.8864985,12022.89,10400,1622.89,0,0,0,Aug-2014,1976.75,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1049352,1280767,6600,6600,6600, 36 months,9.91,212.69,B,B1,"The Holmes Organisation, Inc.",1 year,MORTGAGE,100000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1049352,  Borrower added on 12/12/11 > Paying off a loan that has 18% interest with this loan. <br>,house,Debt Consolidation,322xx,FL,15.53,0,Jul-2002,2,,,10,0,2171,27.8,30,f,0,0,7274.62,7274.62,6600,674.62,0,0,0,Apr-2013,4304.99,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1066016,1300149,12000,12000,12000, 36 months,8.9,381.04,A,A5,Kearny Ferderal Savings Bank,7 years,OWN,40000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1066016,"  Borrower added on 12/12/11 > I am using the funds for debt consolidation. This loan will give me a lower interest rate as well as an affordable payment that will allow me to pay off my debt as quickly as possible. <br>I have a strict budget that I am on to pay down my debt so that I will be able to start planning for my future.  I also feel that this loan will help alleviate some stress of not being able to save money. <br>I have a very stable job that I have been at for 7 years, It is a strong, growing company. <br>",debt_consolidation,Future,075xx,NJ,9.45,0,May-2002,0,73,,12,0,13756,37.4,20,f,0,0,13715.4578317,13715.46,12000,1715.46,0,0,0,Jan-2015,391.28,,Sep-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1065997,1300128,13250,13250,13250, 36 months,17.27,474.19,D,D3,the reis group,10+ years,RENT,52000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065997,  Borrower added on 12/14/11 > looking to be debt free in 3 yrs or less!!<br>,debt_consolidation,consolidation,124xx,NY,23.7,0,Aug-1998,0,70,,8,0,15002,91.5,18,f,0,0,15650.39,15650.39,13250,2400.39,0,0,0,Apr-2013,9026.78,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1061891,1293926,12000,12000,12000, 36 months,11.71,396.92,B,B3,PwC,3 years,RENT,92500,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061891,,debt_consolidation,Debt Consolidation Loan,940xx,CA,15.97,0,Mar-2006,2,,,11,0,9558,56.2,21,f,0,0,14286.7225067,14286.72,12000,2286.72,0,0,0,Jan-2015,404.66,,Dec-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1065752,1299871,25000,25000,25000, 36 months,9.91,805.63,B,B1,City & County of San Francisco,9 years,RENT,61000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065752,,debt_consolidation,Titanium loan,941xx,CA,10.35,0,Jul-1996,0,,,5,0,23712,49.4,10,f,0,0,29000.8350292,29000.84,25000,4000.84,0,0,0,Jan-2015,812.89,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1063126,1295634,6000,6000,6000, 36 months,10.65,195.44,B,B2,Neil Nakai Inc.,10+ years,RENT,36000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063126,  Borrower added on 12/11/11 > personal <br>,other,personal,967xx,HI,14.43,0,Jan-1997,1,29,,5,0,13626,48.5,9,f,0,0,7033.84026542,7033.84,6000,1033.84,0,0,0,Jan-2015,204.1,,Dec-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1065738,1299858,12000,12000,12000, 36 months,7.51,373.33,A,A3,Pilot Fregith Services,10+ years,MORTGAGE,68000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065738,,credit_card,Credit cards payment,940xx,CA,7.08,0,Jan-1991,1,,,7,0,15433,55.6,34,f,0,0,12554.01,12554.01,12000,554.01,0,0,0,Oct-2013,473.95,,Sep-2013,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1061467,1293268,14400,14400,14400, 36 months,11.71,476.3,B,B3,Louis Vuitton,1 year,RENT,80000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061467,,credit_card,Credit Card Debt Free,900xx,CA,16.35,0,Nov-1995,1,,,10,0,19983,48.4,16,f,0,0,15543.7,15543.7,14400,1143.7,0,0,0,Oct-2012,11736.19,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1065721,1299839,10000,10000,10000, 36 months,12.42,334.16,B,B4,The University Club,10+ years,RENT,43000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065721,"  Borrower added on 12/11/11 > Monthly payments are always on time and planning to use funds efficiently to help pay off high interest of credit cards. If LendingClub works out for me, I will gladly recommend LendingClub to all my co-workers who are in the same position as I am. <br>",credit_card,Credit Card and Bill Loan,111xx,NY,11.58,0,Apr-2000,0,51,,13,0,13034,65.5,33,f,0,0,12026.2996643,12026.3,10000,2026.3,0,0,0,Jan-2015,345.52,,Jan-2016,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1065717,1299834,8000,8000,8000, 36 months,11.71,264.61,B,B3,Draft FCB,1 year,RENT,150000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065717,  Borrower added on 12/11/11 > Consolidation of high interest credit card rates to pay down debt faster.<br>,credit_card,Smart Budgeting,100xx,NY,2.48,1,Jul-1996,0,5,,5,0,9722,56.2,8,f,0,0,9522.45744006,9522.46,8000,1522.46,0,0,0,Jan-2015,278.01,,Mar-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1065026,1298879,8000,8000,8000, 36 months,16.29,282.41,D,D1,St. Rose San Martin,5 years,RENT,50000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065026,,credit_card,credit debt,891xx,NV,13.22,0,Nov-2005,0,,,9,0,5106,72.9,12,f,0,0,4533.54,4533.54,2798.78,1436.44,0,298.32,3.09,Apr-2013,287.45,,Sep-2013,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1057001,1288555,30000,30000,28673.7965195, 60 months,12.42,673.72,B,B4,,3 years,RENT,70000,Source Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1057001,"  Borrower added on 12/11/11 > I am self-employed LLC company with 3 years experience. I have new product for my business and I need starting money to make patent, manufacturing and advertising. I already have working prototype and estimated price to make my new product.<br>",small_business,Patent and manufacturing.,773xx,TX,0.94,0,Jul-2006,0,,,7,0,1159,3.2,14,f,0,0,17179.15,14854.83,8464.18,5679.62,33.6865849703,3001.66,30.0165999979,Oct-2013,673.72,,Feb-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1065513,1299629,18000,18000,18000, 60 months,16.77,445.13,D,D2,Old Republic Home Protection,6 years,OWN,40000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065513,  Borrower added on 12/11/11 > Personal Loan<br> Borrower added on 12/13/11 > Personal Loan<br>,home_improvement,Personal Loan,945xx,CA,18.42,0,Nov-2000,3,,,7,0,11147,73.4,20,f,0,0,11229.37,11229.37,4677.94,4651.94,0,1899.49,18.8164000016,Oct-2013,445.13,,Feb-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1065698,1299812,13250,13250,13250, 36 months,11.71,438.26,B,B3,University Primary Care,2 years,OWN,35000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065698,,credit_card,Credit Card refinance,191xx,PA,22.35,0,Aug-2004,1,,,16,0,10014,67.2,21,f,0,0,15775.4874675,15775.49,13250,2525.49,0,0,0,Jan-2015,444.97,,Oct-2015,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Fully Paid,1065681,1299792,14000,14000,14000, 36 months,14.27,480.33,C,C2,Raytheon,6 years,RENT,80000,Not Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065681,  Borrower added on 12/11/11 > Debt consolidation loan.<br><br>  Borrower added on 12/14/11 > This loan will be consolidating 3 credit cards and a loan I received during my time in college and completing my certification course in Project Management. This loan will allow me to make one small monthly payment rather then several payments which are double the single loan payment. My degree and certification courses have given me the leverage to get promoted and and reach my financial goals. Making my Lending club Loan payments will not be an issue.<br>,debt_consolidation,Dept Consolidation,902xx,CA,16.21,0,Aug-2002,0,,,8,0,11546,96.2,11,f,0,0,17282.3067306,17282.31,14000,3282.31,0,0,0,Jan-2015,509.76,,Dec-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
Charged Off,1061788,1293410,20000,20000,19975, 60 months,20.3,533.23,E,E5,federal,10+ years,OWN,59000,Verified,Dec-2011,,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1061788,"  Borrower added on 12/13/11 > I will pay of bills.<br><br> Borrower added on 12/13/11 > I am in a very good job, i am not  n any danger in losing it. I have always try my best to pay in a timely matter.  I have paid off several  debts of early in my years.  I am a very honest and trustfully person.  You can as me any questions I will try my best to answer it in my best to my knowledge.  <br><br> Borrower added on 12/13/11 > thanks to the people who has put faith into me. you wont be sorry.<br><br> Borrower added on 12/14/11 > Thank you again in believeing in me. I promise not ro let you down. thanks again for your support.<br><br> Borrower added on 12/14/11 > thank you all for your support<br><br><br> Borrower added on 12/15/11 > thank you to all the investors. You won't be sorry.  however I need atleast 2/3 of my request amount.  Im not being unappectaned, i promise you I won't let you down<br><br> Borrower added on 12/15/11 > I got a emial stateing I had a question from a investor, But I don't see it<br><br> Borrower added on 12/15/11 > oh thank you so much, to those who just put their trust in me.  Merry Christmas.<br><br> Borrower added on 12/16/11 > i dont know if the message went tho  I want to express my feeling to all the investors  Merry Christmas and bless you all!!<br><br>  Borrower added on 12/19/11 > I recieved a email telling me I had a question form a lender.  I went online and i don&quot,t see one.<br><br> Borrower added on 12/19/11 > I want to give my blessing to all the new investors, that have faith in me.  I promise you won't be sorry.<br><br> Borrower added on 12/19/11 > nevermind, i found the questions.<br><br>  Borrower added on 12/20/11 > The amount I will receive is turely a blessing. you are all good people. thank you for making this time of yr and easier to relax and maybe not worry about the coming year.  GOD BLESS YOU ALL.<br><br>  Borrower added on 12/21/11 > it almost the end, I would like to thank all of you for the support.  I would like more, however, the amount i get for this loan, will come in handing, please consider to support me a little more. Thank you<br>",debt_consolidation,life changing,997xx,AK,20.91,0,Aug-2000,2,,,16,0,32137,83.1,32,f,0,0,16063.42,16043.48,6317.7,7790.84,0,1954.88,19.5488,Mar-2014,281.46,,Jul-2014,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
